2015-07-17,45,46,44,45,7356600,45.0
2015-07-16,44,45,43,45,3111300,45.0
2015-07-15,43,45,43,44,5255800,44.0
2015-07-14,42,44,42,43,3640200,43.0
2015-07-13,42,42,41,42,2597800,42.0
2015-07-10,42,42,41,42,6209600,42.0
2015-07-09,41,42,39,42,11266100,42.0
2015-07-08,43,44,42,42,9002600,42.0
2015-07-07,42,44,42,44,9019800,44.0
2015-07-06,43,44,42,43,7346100,43.0
2015-07-03,43,44,43,44,9650400,44.0
2015-07-02,44,44,42,43,7531700,43.0
2015-07-01,43,44,42,44,1309500,44.0
2015-06-30,42,43,42,43,1742900,43.0
2015-06-29,43,43,41,43,7216600,43.0
2015-06-26,44,45,43,44,2973500,44.0
2015-06-25,44,45,43,44,1734800,44.0
2015-06-24,44,45,44,44,1684500,44.0
2015-06-23,45,45,44,44,564400,44.0
2015-06-22,44,45,44,44,1047800,44.0
2015-06-19,43,45,43,44,1805600,44.0
2015-06-18,43,44,43,43,796300,43.0
2015-06-17,44,45,44,44,2273200,44.0
2015-06-16,44,45,44,45,1958500,45.0
2015-06-15,44,45,44,45,1749300,45.0
2015-06-12,44,45,44,44,683900,44.0
2015-06-11,44,45,44,44,983400,44.0
2015-06-10,44,45,44,44,2680300,44.0
2015-06-09,45,45,44,45,1617800,45.0
2015-06-08,45,46,45,45,1595500,45.0
2015-06-05,45,46,44,45,3191500,45.0
2015-06-04,45,46,44,45,5730700,45.0
2015-06-03,45,46,44,45,4594000,45.0
2015-06-02,46,46,45,45,4323000,45.0
2015-06-01,45,46,45,45,4222200,45.0
2015-05-29,45,45,44,45,3550300,45.0
2015-05-28,45,46,44,45,3471300,45.0
2015-05-27,45,45,44,45,3234600,45.0
2015-05-26,45,46,44,45,4018500,45.0
2015-05-25,46,46,45,45,4469700,45.0
2015-05-22,47,47,44,46,7006100,46.0
2015-05-21,47,49,46,47,9712700,47.0
2015-05-20,45,47,45,46,5000700,46.0
2015-05-19,45,46,44,46,4314100,46.0
2015-05-18,45,45,44,44,2037100,44.0
2015-05-15,45,46,44,45,4437600,45.0
2015-05-14,46,46,45,45,3660400,45.0
2015-05-13,47,48,46,47,4981800,47.0
2015-05-12,46,47,45,46,1974700,46.0
2015-05-11,46,47,45,46,2305300,46.0
2015-05-08,45,46,45,46,1348500,46.0
2015-05-07,45,46,45,45,1702700,45.0
2015-05-01,46,47,45,45,3235400,45.0
2015-04-30,48,48,46,46,3684200,46.0
2015-04-28,48,48,47,48,1045800,48.0
2015-04-27,48,48,47,48,2799700,48.0
2015-04-24,48,49,47,48,942300,48.0
2015-04-23,49,50,47,48,8689400,48.0
2015-04-22,48,49,47,49,3131300,49.0
2015-04-21,48,49,47,48,5083600,48.0
2015-04-20,48,49,47,48,3399700,48.0
2015-04-17,49,50,48,48,4307900,48.0
2015-04-16,49,50,48,49,2805100,49.0
2015-04-15,49,50,49,49,2700900,49.0
2015-04-14,50,51,49,49,3668300,49.0
2015-04-13,51,51,49,50,3480700,50.0
2015-04-10,52,53,50,50,7528700,50.0
2015-04-09,50,52,49,52,7745900,52.0
2015-04-08,49,52,48,49,14914300,49.0
2015-04-07,47,51,46,49,16561700,49.0
2015-04-06,47,47,46,46,2341100,46.0
2015-04-03,47,47,46,47,3028500,47.0
2015-04-02,46,47,45,47,2912300,47.0
2015-04-01,46,46,45,46,3145500,46.0
2015-03-31,47,48,46,47,4777800,47.0
2015-03-30,46,46,45,45,1162900,45.0
2015-03-27,45,47,45,46,2888000,46.0
2015-03-26,46,47,45,45,1951100,45.0
2015-03-25,46,47,46,46,1453500,46.0
2015-03-24,46,47,45,46,1696000,46.0
2015-03-23,46,47,45,45,2113500,45.0
2015-03-20,46,47,46,46,883100,46.0
2015-03-19,46,47,45,47,2713300,47.0
2015-03-18,46,47,45,46,2226100,46.0
2015-03-17,47,47,45,46,2853000,46.0
2015-03-16,47,48,46,47,1984700,47.0
2015-03-13,47,48,47,47,1602100,47.0
