2015-07-17,315,315,305,308,15000,308.0
2015-07-16,315,315,300,312,24000,312.0
2015-07-15,309,313,305,310,15000,310.0
2015-07-14,300,310,293,306,28000,306.0
2015-07-13,311,311,286,300,38000,300.0
2015-07-10,284,284,279,279,7000,279.0
2015-07-09,278,278,265,271,22000,271.0
2015-07-08,295,298,278,286,31000,286.0
2015-07-07,294,295,287,294,10000,294.0
2015-07-06,293,293,283,291,13000,291.0
2015-07-03,285,291,285,291,13000,291.0
2015-07-02,287,290,282,290,19000,290.0
2015-07-01,268,285,265,285,26000,285.0
2015-06-30,271,279,270,276,20000,276.0
2015-06-29,280,280,271,279,17000,279.0
2015-06-26,298,298,268,280,24000,280.0
2015-06-25,300,300,285,290,31000,290.0
2015-06-24,275,303,275,298,88000,298.0
2015-06-23,262,273,262,273,36000,273.0
2015-06-22,260,260,259,260,15000,260.0
2015-06-19,256,260,251,259,39000,259.0
2015-06-18,255,257,253,253,14000,253.0
2015-06-17,254,257,250,253,13000,253.0
2015-06-16,254,255,250,250,19000,250.0
2015-06-15,255,259,250,251,22000,251.0
2015-06-12,253,255,247,255,16000,255.0
2015-06-11,247,253,245,253,11000,253.0
2015-06-10,250,255,245,245,23000,245.0
2015-06-09,255,255,251,251,16000,251.0
2015-06-08,256,256,256,256,1000,256.0
2015-06-05,254,254,251,251,13000,251.0
2015-06-04,251,255,251,255,7000,255.0
2015-06-03,248,251,245,251,11000,251.0
2015-06-02,248,254,248,253,11000,253.0
2015-06-01,250,255,241,247,46000,247.0
2015-05-29,249,260,243,250,32000,250.0
2015-05-28,249,252,248,248,10000,248.0
2015-05-27,251,254,249,249,19000,249.0
2015-05-26,254,255,252,254,70000,254.0
2015-05-25,250,252,247,252,69000,252.0
2015-05-22,248,249,243,247,74000,247.0
2015-05-21,238,247,238,246,57000,246.0
2015-05-20,234,238,234,237,12000,237.0
2015-05-19,236,238,234,235,11000,235.0
2015-05-18,238,238,238,238,1000,238.0
2015-05-15,238,238,233,233,5000,233.0
2015-05-14,233,237,233,237,8000,237.0
2015-05-13,240,240,232,232,17000,232.0
2015-05-12,233,234,230,234,20000,234.0
2015-05-11,232,233,230,232,6000,232.0
2015-05-08,231,233,229,229,10000,229.0
2015-05-07,230,230,228,228,4000,228.0
2015-05-01,235,235,230,233,38000,233.0
2015-04-30,236,236,230,231,48000,231.0
2015-04-28,232,255,227,229,113000,229.0
2015-04-27,230,233,228,230,33000,230.0
2015-04-24,232,232,230,230,7000,230.0
2015-04-23,229,229,226,228,21000,228.0
2015-04-22,229,229,229,229,2000,229.0
2015-04-21,230,230,227,229,4000,229.0
