2015-07-17,6450,7090,6310,7000,1144900,7000.0
2015-07-16,5750,6350,5730,6350,818100,6350.0
2015-07-15,5700,5920,5250,5350,331300,5350.0
2015-07-14,6700,7000,5620,5690,1376900,5690.0
2015-07-13,5200,6000,5200,6000,307900,6000.0
2015-07-10,4600,5200,4600,5000,728100,5000.0
2015-07-09,4760,4950,4200,4500,307100,4500.0
2015-07-08,6000,6170,5000,5000,427500,5000.0
