2015-07-10,34600,13500,-14300,1700,0.39
2015-07-03,48900,11800,-7200,-2400,0.24
2015-06-26,56100,14200,-400,-13800,0.25
2015-06-19,56500,28000,-6100,14600,0.5
2015-06-12,62600,13400,100,1400,0.21
2015-06-05,62500,12000,-10600,1200,0.19
2015-05-29,73100,10800,7200,-400,0.15
2015-05-22,65900,11200,300,1000,0.17
2015-05-15,65600,10200,5900,-900,0.16
2015-05-01,59700,11100,5700,2000,0.19
2015-04-24,54000,9100,-6700,2000,0.17
2015-04-17,60700,7100,-4500,-1400,0.12
2015-04-10,65200,8500,-18400,2500,0.13
2015-04-03,83600,6000,-9800,1900,0.07
2015-03-27,93400,4100,-74000,-3600,0.04
2015-03-20,167400,7700,30700,3100,0.05
2015-03-13,136700,4600,17300,600,0.03
2015-03-06,119400,4000,16900,-200,0.03
2015-02-27,102500,4200,5600,300,0.04
2015-02-20,96900,3900,-5700,-500,0.04
2015-02-13,102600,4400,700,200,0.04
2015-02-06,101900,4200,-9700,-500,0.04
2015-01-30,111600,4700,85400,-400,0.04
2015-01-23,26200,5100,-500,-1900,0.19
2015-01-16,26700,7000,1000,700,0.26
2015-01-09,25700,6300,300,900,0.25
2015-01-02,25400,5400,-100,-1900,0.21
2014-12-19,25500,7300,-200,200,0.29
2014-12-12,25700,7100,3500,1200,0.28
2014-12-05,22200,5900,800,-400,0.27
2014-11-28,21400,6300,0,400,0.29
2014-11-21,21400,5900,4300,1400,0.28
2014-11-14,17100,4500,-100,-1000,0.26
2014-11-07,17200,5500,3200,0,0.32
2014-10-31,14000,5500,-2200,-1900,0.39
2014-10-24,16200,7400,5100,-4200,0.46
2014-10-17,11100,11600,0,-2600,1.05
2014-10-10,11100,14200,2300,-9600,1.28
2014-10-03,8800,23800,-3000,1100,2.7
2014-09-26,11800,22700,0,-8200,1.92
2014-09-19,11800,30900,0,-4400,2.62
2014-09-12,11800,35300,-200,1500,2.99
2014-09-05,12000,33800,-100,2600,2.82
2014-08-29,12100,31200,400,1600,2.58
2014-08-22,11700,29600,500,2400,2.53
2014-08-15,11200,27200,-100,-1400,2.43
2014-08-08,11300,28600,-100,2200,2.53
2014-08-01,11400,26400,-32600,-500,2.32
2014-07-25,44000,26900,-15300,17500,0.61
2014-07-18,59300,9400,0,2700,0.16
2014-07-11,59300,6700,-7400,700,0.11
2014-07-04,66700,6000,-400,-3200,0.09
2014-06-27,67100,9200,27300,700,0.14
2014-06-20,39800,8500,28700,-3500,0.21
2014-06-13,11100,12000,-2200,-200,1.08
2014-06-06,13300,12200,0,-4700,0.92
2014-05-30,13300,16900,-100,2200,1.27
2014-05-23,13400,14700,-100,-200,1.1
2014-05-16,13500,14900,200,2200,1.1
2014-05-09,13300,12700,0,2100,0.95
2014-05-02,13300,10600,1900,-7600,0.8
2014-04-25,11400,18200,-100,3400,1.6
2014-04-18,11500,14800,0,-800,1.29
2014-04-11,11500,15600,-600,1700,1.36
2014-04-04,12100,13900,-1600,1100,1.15
2014-03-28,13700,12800,-138900,-18300,0.93
2014-03-21,152600,31100,43500,200,0.2
2014-03-14,109100,30900,44300,-2700,0.28
2014-03-07,64800,33600,39700,4900,0.52
2014-02-28,25100,28700,10800,-200,1.14
2014-02-21,14300,28900,2600,-3500,2.02
2014-02-14,11700,32400,1200,-5200,2.77
2014-02-07,10500,37600,300,-8900,3.58
2014-01-31,10200,46500,400,7700,4.56
2014-01-24,9800,38800,1200,4600,3.96
2014-01-17,8600,34200,100,-1700,3.98
2014-01-10,8500,35900,100,2200,4.22
2014-01-03,8400,33700,0,-2000,4.01
2013-12-20,8400,35700,-100,-600,4.25
2013-12-13,8500,36300,0,2600,4.27
2013-12-06,8500,33700,0,1400,3.96
2013-11-29,8500,32300,0,4100,3.8
2013-11-22,8500,28200,0,-3600,3.32
2013-11-15,8500,31800,-100,-1700,3.74
2013-11-08,8600,33500,100,-1800,3.9
2013-11-01,8500,35300,-100,-400,4.15
2013-10-25,8600,35700,7800,5300,4.15
2013-10-18,800,30400,0,1100,38.0
2013-10-11,800,29300,0,-200,36.63
2013-10-04,800,29500,200,5000,36.88
2013-09-27,600,24500,100,12450,40.83
2013-09-20,500,12050,-500,900,24.1
2013-09-13,1000,11150,-600,6450,11.15
2013-09-06,1600,4700,-950,1850,2.94
2013-08-30,2550,2850,-200,1100,1.12
2013-08-23,2750,1750,-3300,100,0.64
2013-08-16,6050,1650,0,500,0.27
2013-08-09,6050,1150,-200,450,0.19
2013-08-02,6250,700,0,-6500,0.11
2013-07-26,6250,7200,100,4500,1.15
2013-07-19,6150,2700,-250,50,0.44
2013-07-12,6400,2650,-3550,-50,0.41
2013-07-05,9950,2700,-4050,-1250,0.27
2013-06-28,14000,3950,-50,-150,0.28
2013-06-21,14050,4100,50,700,0.29
