2015-07-10,1000,31100,-100,800,31.1
2015-07-03,1100,30300,0,1300,27.55
2015-06-26,1100,29000,-200,-1900,26.36
2015-06-19,1300,30900,100,-1000,23.77
2015-06-12,1200,31900,-200,-200,26.58
2015-06-05,1400,32100,300,400,22.93
2015-05-29,1100,31700,-300,-200,28.82
2015-05-22,1400,31900,300,3300,22.79
2015-05-15,1100,28600,-200,-1700,26.0
2015-05-01,1300,30300,300,2000,23.31
2015-04-24,1000,28300,-100,-400,28.3
2015-04-17,1100,28700,-300,900,26.09
2015-04-10,1400,27800,400,200,19.86
2015-04-03,1000,27600,-1500,-900,27.6
2015-03-27,2500,28500,700,2200,11.4
2015-03-20,1800,26300,600,-2400,14.61
2015-03-13,1200,28700,200,-5500,23.92
2015-03-06,1000,34200,-100,-4400,34.2
2015-02-27,1100,38600,-200,-7300,35.09
2015-02-20,1300,45900,100,800,35.31
2015-02-13,1200,45100,-200,-2400,37.58
2015-02-06,1400,47500,100,-7700,33.93
2015-01-30,1300,55200,-6000,-2700,42.46
2015-01-23,7300,57900,6300,16500,7.93
2015-01-16,1000,41400,-300,-4500,41.4
2015-01-09,1300,45900,300,-800,35.31
2015-01-02,1000,46700,-200,2600,46.7
2014-12-19,1200,44100,100,2700,36.75
2014-12-12,1100,41400,-300,-200,37.64
2014-12-05,1400,41600,100,800,29.71
2014-11-28,1300,40800,200,2400,31.38
2014-11-21,1100,38400,-300,-1600,34.91
2014-11-14,1400,40000,400,6500,28.57
2014-11-07,1000,33500,-100,1700,33.5
2014-10-31,1100,31800,100,700,28.91
2014-10-24,1000,31100,0,600,31.1
2014-10-17,1000,30500,0,-600,30.5
2014-10-10,1000,31100,0,-400,31.1
2014-10-03,1000,31500,-200,-400,31.5
2014-09-26,1200,31900,200,-1300,26.58
2014-09-19,1000,33200,-100,1600,33.2
2014-09-12,1100,31600,0,-200,28.73
2014-09-05,1100,31800,0,-1300,28.91
2014-08-29,1100,33100,0,-3000,30.09
2014-08-22,1100,36100,100,-4000,32.82
2014-08-15,1000,40100,0,-1300,40.1
2014-08-08,1000,41400,-500,-4600,41.4
2014-08-01,1500,46000,100,-4500,30.67
2014-07-25,1400,50500,-700,-3200,36.07
2014-07-18,2100,53700,100,2700,25.57
2014-07-11,2000,51000,-200,-2200,25.5
2014-07-04,2200,53200,0,-2200,24.18
2014-06-27,2200,55400,0,-9600,25.18
2014-06-20,2200,65000,100,-2100,29.55
2014-06-13,2100,67100,600,-3000,31.95
2014-06-06,1500,70100,-300,6700,46.73
2014-05-30,1800,63400,0,1300,35.22
2014-05-23,1800,62100,400,-6000,34.5
2014-05-16,1400,68100,-100,-5300,48.64
2014-05-09,1500,73400,-200,-100,48.93
2014-05-02,1700,73500,0,600,43.24
2014-04-25,1700,72900,200,100,42.88
2014-04-18,1500,72800,100,2400,48.53
2014-04-11,1400,70400,-300,2800,50.29
2014-04-04,1700,67600,-200,-10700,39.76
2014-03-28,1900,78300,-200,-10100,41.21
2014-03-21,2100,88400,600,-1800,42.1
2014-03-14,1500,90200,0,-2600,60.13
2014-03-07,1500,92800,-200,-2100,61.87
2014-02-28,1700,94900,-600,-3000,55.82
2014-02-21,2300,97900,0,-3500,42.57
2014-02-14,2300,101400,300,2900,44.09
2014-02-07,2000,98500,-500,-24900,49.25
2014-01-31,2500,123400,-1300,-10000,49.36
2014-01-24,3800,133400,1400,5800,35.11
2014-01-17,2400,127600,0,3200,53.17
2014-01-10,2400,124400,-1500,-1600,51.83
2014-01-03,3900,126000,-200,-11200,32.31
2013-12-20,4100,137200,-800,2900,33.46
2013-12-13,4900,134300,-10300,-13000,27.41
2013-12-06,15200,147300,11300,-5900,9.69
2013-11-29,3900,153200,-3300,33300,39.28
2013-11-22,7200,119900,-200,-4600,16.65
2013-11-15,7400,124500,-100,7200,16.82
2013-11-08,7500,117300,3400,-2000,15.64
2013-11-01,4100,119300,-4800,-22700,29.1
2013-10-25,8900,142000,-3000,8400,15.96
2013-10-18,11900,133600,2700,1800,11.23
2013-10-11,9200,131800,-1300,-11400,14.33
2013-10-04,10500,143200,-5700,-1300,13.64
2013-09-27,16200,144500,-600,-6100,8.92
2013-09-20,16800,150600,400,10400,8.96
2013-09-13,16400,140200,10800,-4400,8.55
2013-09-06,5600,144600,1300,10200,25.82
2013-08-30,4300,134400,2500,12500,31.26
2013-08-23,1800,121900,-200,1800,67.72
2013-08-16,2000,120100,900,-11900,60.05
2013-08-09,1100,132000,-1400,-28000,120.0
2013-08-02,2500,160000,-10200,-13400,64.0
2013-07-26,12700,173400,10300,57100,13.65
2013-07-19,2400,116300,2400,116300,48.46
2013-07-12,2800,115400,1500,3200,41.21
2013-07-05,1300,112200,0,1600,86.31
2013-06-28,1300,110600,-200,-6900,85.08
