2015-07-10,72000,1124000,-64000,-66000,15.61
2015-07-03,136000,1190000,28000,71000,8.75
2015-06-26,108000,1119000,21000,40000,10.36
2015-06-19,87000,1079000,-65000,-61000,12.4
2015-06-12,152000,1140000,-70000,30000,7.5
2015-06-05,222000,1110000,108000,274000,5.0
2015-05-29,114000,836000,-9000,-52000,7.33
2015-05-22,123000,888000,-40000,-139000,7.22
2015-05-15,163000,1027000,135000,-138000,6.3
2015-05-01,28000,1165000,-5000,-7000,41.61
2015-04-24,33000,1172000,-1000,16000,35.52
2015-04-17,34000,1156000,-3000,-13000,34.0
2015-04-10,37000,1169000,0,3000,31.59
2015-04-03,37000,1166000,-4000,-20000,31.51
2015-03-27,41000,1186000,-1000,-31000,28.93
2015-03-20,42000,1217000,-24000,0,28.98
2015-03-13,66000,1217000,32000,2000,18.44
2015-03-06,34000,1215000,-24000,-38000,35.74
2015-02-27,58000,1253000,15000,88000,21.6
2015-02-20,43000,1165000,-4000,-19000,27.09
2015-02-13,47000,1184000,8000,-104000,25.19
2015-02-06,39000,1288000,-2000,-52000,33.03
2015-01-30,41000,1340000,1000,-24000,32.68
2015-01-23,40000,1364000,3000,-6000,34.1
2015-01-16,37000,1370000,-14000,-236000,37.03
2015-01-09,51000,1606000,10000,48000,31.49
2015-01-02,41000,1558000,-16000,-4000,38.0
2014-12-19,57000,1562000,-16000,-37000,27.4
2014-12-12,73000,1599000,-39000,-28000,21.9
2014-12-05,112000,1627000,-27000,17000,14.53
2014-11-28,139000,1610000,87000,176000,11.58
2014-11-21,52000,1434000,-27000,-44000,27.58
2014-11-14,79000,1478000,-31000,41000,18.71
2014-11-07,110000,1437000,14000,25000,13.06
2014-10-31,96000,1412000,9000,-955000,14.71
2014-10-24,87000,2367000,-17000,24000,27.21
2014-10-17,104000,2343000,2000,216000,22.53
2014-10-10,102000,2127000,-10000,163000,20.85
2014-10-03,112000,1964000,21000,478000,17.54
2014-09-26,91000,1486000,-1000,-21000,16.33
