2015-07-10,0,10600,0,1300,0.0
2015-07-03,0,9300,0,-1000,0.0
2015-06-26,0,10300,0,-100,0.0
2015-06-19,0,10400,0,-100,0.0
2015-06-12,0,10500,0,-900,0.0
2015-06-05,0,11400,0,200,0.0
2015-05-29,0,11200,0,1200,0.0
2015-05-22,0,10000,0,900,0.0
2015-05-15,0,9100,0,0,0.0
2015-05-01,0,9100,0,0,0.0
2015-04-24,0,9100,0,-100,0.0
2015-04-17,0,9200,0,800,0.0
2015-04-10,0,8400,0,-900,0.0
2015-04-03,0,9300,-400,-1900,0.0
2015-03-27,400,11200,0,-2000,28.0
2015-03-20,400,13200,0,-4200,33.0
2015-03-13,400,17400,0,-1200,43.5
2015-03-06,400,18600,0,800,46.5
2015-02-27,400,17800,0,-400,44.5
2015-02-20,400,18200,0,3200,45.5
2015-02-13,400,15000,0,-1100,37.5
2015-02-06,400,16100,-1000,-4300,40.25
2015-01-30,1400,20400,0,-2400,14.57
2015-01-23,1400,22800,1000,-1900,16.29
2015-01-16,400,24700,0,-200,61.75
2015-01-09,400,24900,0,1700,62.25
2015-01-02,400,23200,0,5400,58.0
2014-12-19,400,17800,0,300,44.5
2014-12-12,400,17500,0,1600,43.75
2014-12-05,400,15900,0,3200,39.75
2014-11-28,400,12700,0,3800,31.75
2014-11-21,400,8900,0,800,22.25
2014-11-14,400,8100,0,900,20.25
2014-11-07,400,7200,0,-100,18.0
2014-10-31,400,7300,0,-900,18.25
2014-10-24,400,8200,0,-400,20.5
2014-10-17,400,8600,0,-200,21.5
2014-10-10,400,8800,0,500,22.0
2014-10-03,400,8300,0,0,20.75
2014-09-26,400,8300,0,-1400,20.75
2014-09-19,400,9700,0,-400,24.25
2014-09-12,400,10100,0,1100,25.25
2014-09-05,400,9000,0,-800,22.5
2014-08-29,400,9800,0,-800,24.5
2014-08-22,400,10600,0,1600,26.5
2014-08-15,400,9000,0,-100,22.5
2014-08-08,400,9100,0,600,22.75
2014-08-01,400,8500,0,1000,21.25
2014-07-25,400,7500,0,900,18.75
2014-07-18,400,6600,0,400,16.5
2014-07-11,400,6200,0,-1600,15.5
2014-07-04,400,7800,0,800,19.5
2014-06-27,400,7000,0,-200,17.5
2014-06-20,400,7200,0,0,18.0
2014-06-13,400,7200,0,100,18.0
2014-06-06,400,7100,0,200,17.75
2014-05-30,400,6900,0,-2000,17.25
2014-05-23,400,8900,0,-1300,22.25
2014-05-16,400,10200,0,1500,25.5
2014-05-09,400,8700,0,900,21.75
2014-05-02,400,7800,0,-300,19.5
2014-04-25,400,8100,0,-200,20.25
2014-04-18,400,8300,0,-800,20.75
2014-04-11,400,9100,0,400,22.75
2014-04-04,400,8700,0,1100,21.75
