2015-07-10,42800,34400,900,2800,0.8
2015-07-03,41900,31600,-1800,1600,0.75
2015-06-26,43700,30000,-400,-700,0.69
2015-06-19,44100,30700,-400,300,0.7
2015-06-12,44500,30400,-100,-300,0.68
2015-06-05,44600,30700,-2900,2200,0.69
2015-05-29,47500,28500,700,-2300,0.6
2015-05-22,46800,30800,-400,2100,0.66
2015-05-15,47200,28700,-3100,6800,0.61
2015-05-01,50300,21900,-3700,1800,0.44
2015-04-24,54000,20100,-600,-2500,0.37
2015-04-17,54600,22600,-4400,-1000,0.41
2015-04-10,59000,23600,-11600,5000,0.4
2015-04-03,70600,18600,-17700,4200,0.26
2015-03-27,88300,14400,500,-16700,0.16
2015-03-20,87800,31100,15900,-1600,0.35
2015-03-13,71900,32700,-200,-2000,0.45
2015-03-06,72100,34700,10800,-9300,0.48
2015-02-27,61300,44000,8200,-4200,0.72
2015-02-20,53100,48200,-2400,1400,0.91
2015-02-13,55500,46800,-1700,-1700,0.84
2015-02-06,57200,48500,800,-2300,0.85
2015-01-30,56400,50800,4200,-2000,0.9
2015-01-23,52200,52800,0,-10600,1.01
2015-01-16,52200,63400,6900,5700,1.21
2015-01-09,45300,57700,3400,3300,1.27
2015-01-02,41900,54400,5900,6300,1.3
2014-12-19,36000,48100,2800,15000,1.34
2014-12-12,33200,33100,100,-5900,1.0
2014-12-05,33100,39000,1700,2500,1.18
2014-11-28,31400,36500,0,2300,1.16
2014-11-21,31400,34200,100,9000,1.09
2014-11-14,31300,25200,-2100,2600,0.81
2014-11-07,33400,22600,700,-8700,0.68
2014-10-31,32700,31300,-300,-1200,0.96
2014-10-24,33000,32500,500,-1700,0.98
2014-10-17,32500,34200,400,800,1.05
2014-10-10,32100,33400,500,2200,1.04
2014-10-03,31600,31200,-600,5100,0.99
2014-09-26,32200,26100,-1200,3800,0.81
2014-09-19,33400,22300,-300,100,0.67
2014-09-12,33700,22200,300,-2800,0.66
2014-09-05,33400,25000,100,-7300,0.75
2014-08-29,33300,32300,-300,9400,0.97
2014-08-22,33600,22900,500,-49400,0.68
2014-08-15,33100,72300,-1300,0,2.18
2014-08-08,34400,72300,100,18600,2.1
2014-08-01,34300,53700,1200,200,1.57
2014-07-25,33100,53500,-700,5300,1.62
