2015-07-10,1300,1261100,-400,4500,970.08
2015-07-03,1700,1256600,-1400,-21600,739.18
2015-06-26,3100,1278200,-1800,-151300,412.32
2015-06-19,4900,1429500,-24400,-42500,291.73
2015-06-12,29300,1472000,29000,92100,50.24
2015-06-05,300,1379900,0,-29800,4599.67
2015-05-29,300,1409700,-4300,17000,4699.0
2015-05-22,4600,1392700,-4200,-18400,302.76
2015-05-15,8800,1411100,-2100,-143400,160.35
2015-05-01,10900,1554500,-1500,-123800,142.61
2015-04-24,12400,1678300,-125500,766900,135.35
2015-04-17,137900,911400,102200,277400,6.61
2015-04-10,35700,634000,35400,262100,17.76
2015-04-03,300,371900,0,104200,1239.67
2015-03-27,300,267700,0,-67300,892.33
2015-03-20,300,335000,0,-30000,1116.67
2015-03-13,300,365000,0,-34600,1216.67
2015-03-06,300,399600,0,172500,1332.0
2015-02-27,300,227100,0,121800,757.0
2015-02-20,300,105300,0,-7800,351.0
2015-02-13,300,113100,0,-13700,377.0
2015-02-06,300,126800,0,5600,422.67
2015-01-30,300,121200,0,-500,404.0
2015-01-23,300,121700,0,4200,405.67
2015-01-16,300,117500,0,-29000,391.67
2015-01-09,300,146500,0,51700,488.33
2015-01-02,300,94800,0,-9000,316.0
2014-12-19,300,103800,0,-12700,346.0
2014-12-12,300,116500,0,-200,388.33
2014-12-05,300,116700,0,-9100,389.0
2014-11-28,300,125800,0,7000,419.33
2014-11-21,300,118800,0,-4300,396.0
2014-11-14,300,123100,0,4800,410.33
2014-11-07,300,118300,0,5000,394.33
2014-10-31,300,113300,0,15100,377.67
2014-10-24,300,98200,0,7600,327.33
2014-10-17,300,90600,0,-5500,302.0
2014-10-10,300,96100,0,13500,320.33
2014-10-03,300,82600,0,400,275.33
2014-09-26,300,82200,0,-102800,274.0
2014-09-19,300,185000,0,-60600,616.67
2014-09-12,300,245600,0,-31000,818.67
2014-09-05,300,276600,0,2600,922.0
2014-08-29,300,274000,0,-33700,913.33
2014-08-22,300,307700,0,16100,1025.67
2014-08-15,300,291600,0,172200,972.0
2014-08-08,300,119400,0,-10100,398.0
2014-08-01,300,129500,0,-5800,431.67
2014-07-25,300,135300,0,25700,451.0
2014-07-18,300,109600,0,-17400,365.33
2014-07-11,300,127000,0,-3200,423.33
2014-07-04,300,130200,0,36800,434.0
2014-06-27,300,93400,0,-2900,311.33
2014-06-20,300,96300,0,7500,321.0
2014-06-13,300,88800,0,-2800,296.0
2014-06-06,300,91600,0,11700,305.33
2014-05-30,300,79900,0,-7400,266.33
2014-05-23,300,87300,0,-700,291.0
2014-05-16,300,88000,0,-2100,293.33
2014-05-09,300,90100,0,1500,300.33
2014-05-02,300,88600,0,-100,295.33
2014-04-25,300,88700,0,-1300,295.67
2014-04-18,300,90000,0,7300,300.0
2014-04-11,300,82700,0,5400,275.67
2014-04-04,300,77300,0,4200,257.67
2014-03-28,300,73100,-300,-14200,243.67
2014-03-21,600,87300,0,-12500,145.5
2014-03-14,600,99800,0,-7100,166.33
2014-03-07,600,106900,0,-400,178.17
2014-02-28,600,107300,0,-18700,178.83
2014-02-21,600,126000,0,10000,210.0
2014-02-14,600,116000,0,800,193.33
2014-02-07,600,115200,0,-23900,192.0
2014-01-31,600,139100,0,13200,231.83
2014-01-24,600,125900,0,33100,209.83
2014-01-17,600,92800,0,22300,154.67
2014-01-10,600,70500,0,-2100,117.5
2014-01-03,600,72600,0,6700,121.0
2013-12-20,600,65900,0,2100,109.83
2013-12-13,600,63800,0,8400,106.33
2013-12-06,600,55400,0,-4700,92.33
2013-11-29,600,60100,0,3400,100.17
2013-11-22,600,56700,0,-10500,94.5
2013-11-15,600,67200,0,3700,112.0
2013-11-08,600,63500,0,700,105.83
2013-11-01,600,62800,0,0,104.67
2013-10-25,600,62800,0,4600,104.67
2013-10-18,600,58200,0,5700,97.0
2013-10-11,600,52500,0,2900,87.5
2013-10-04,600,49600,0,6000,82.67
2013-09-27,600,43600,-2700,300,72.67
2013-09-20,3300,43300,0,-6100,13.12
2013-09-13,3300,49400,0,-8500,14.97
2013-09-06,3300,57900,0,-4700,17.55
2013-08-30,3300,62600,0,-9800,18.97
2013-08-23,3300,72400,0,-2300,21.94
2013-08-16,3300,74700,0,-2700,22.64
2013-08-09,3300,77400,0,-6000,23.45
2013-08-02,3300,83400,0,-4600,25.27
2013-07-26,3300,88000,900,7500,26.67
2013-07-19,2400,80500,2400,80500,33.54
2013-07-12,0,90000,0,-2900,0.0
2013-07-05,0,92900,0,3200,0.0
2013-06-28,0,89700,0,-8800,0.0
2013-06-21,0,98500,0,-900,0.0
2013-06-14,0,99400,0,-6700,0.0
2013-06-07,0,106100,0,-6000,0.0
2013-05-31,0,112100,0,-4400,0.0
2013-05-24,0,116500,0,23200,0.0
2013-05-17,0,93300,0,56000,0.0
2013-05-10,0,37300,0,3200,0.0
2013-05-03,0,34100,0,-1100,0.0
2013-04-26,0,35200,0,-4300,0.0
2013-04-19,0,39500,0,-700,0.0
