1,2015-10-30,522.12,515.25,523.75,515.12
1,2015-10-29,515.38,505.75,517.25,505.12
1,2015-10-28,505.88,507.63,508.75,500.12
1,2015-10-27,509.12,509.88,518.0,506.63
1,2015-10-26,509.38,493.62,512.0,493.62
1,2015-10-23,490.62,490.5,494.25,484.88
1,2015-10-22,490.88,494.75,500.5,490.62
1,2015-10-21,494.62,491.88,497.5,490.38
1,2015-10-20,490.62,486.38,491.62,483.62
1,2015-10-19,485.38,491.38,493.5,484.38
1,2015-10-16,492.38,502.63,505.88,489.88
1,2015-10-15,502.12,507.25,512.75,502.12
1,2015-10-14,508.38,518.38,519.75,507.63
1,2015-10-13,518.88,507.0,521.75,505.12
1,2015-10-12,506.88,507.38,510.62,503.38
1,2015-10-09,508.12,511.0,519.5,504.63
1,2015-10-08,511.12,516.0,522.0,509.38
1,2015-10-07,516.62,525.38,531.5,515.12
1,2015-10-06,525.88,514.62,526.62,513.12
1,2015-10-05,515.88,512.38,518.0,508.88
1,2015-10-02,512.62,516.75,523.0,512.62
1,2015-10-01,518.0,512.38,523.75,511.88
1,2015-09-30,512.25,503.38,515.5,498.38
1,2015-09-29,503.88,505.88,509.75,500.63
1,2015-09-28,506.12,508.5,515.5,500.38
1,2015-09-25,508.12,497.88,510.5,496.38
1,2015-09-24,497.13,506.0,509.0,496.88
1,2015-09-23,507.63,494.25,508.5,493.88
1,2015-09-22,495.38,496.38,496.5,488.38
1,2015-09-21,496.62,486.25,499.25,480.62
1,2015-09-18,486.63,481.63,489.0,480.12
1,2015-09-17,480.88,488.25,489.75,480.88
1,2015-09-16,488.88,494.13,495.0,483.12
1,2015-09-15,494.88,500.63,503.25,492.38
1,2015-09-14,501.38,486.38,501.62,485.88
1,2015-09-11,485.12,477.88,485.5,468.62
1,2015-09-10,478.12,472.25,479.5,471.5
1,2015-09-09,472.62,473.0,481.0,471.12
1,2015-09-08,475.12,469.13,476.62,469.13
1,2015-09-04,467.13,465.88,469.62,463.13
1,2015-09-03,464.88,479.25,479.38,464.88
1,2015-09-02,479.12,486.12,490.0,476.62
1,2015-09-01,485.62,484.12,491.5,482.12
1,2015-08-31,485.38,484.12,485.88,476.62
1,2015-08-28,477.62,484.88,487.75,476.13
1,2015-08-27,484.75,490.75,495.38,481.63
1,2015-08-26,491.0,498.38,499.88,488.38
1,2015-08-25,496.5,504.12,511.25,492.62
1,2015-08-24,504.25,498.12,504.38,487.5
1,2015-08-21,499.38,504.5,507.12,495.75
1,2015-08-20,504.12,495.75,507.63,495.5
1,2015-08-19,496.25,494.88,498.38,491.12
1,2015-08-18,495.5,500.0,503.38,493.38
1,2015-08-17,500.63,503.63,508.75,498.5
1,2015-08-14,505.88,503.12,512.0,497.88
1,2015-08-13,503.38,492.75,504.63,492.13
1,2015-08-12,493.75,507.38,514.62,484.12
1,2015-08-11,507.12,522.88,524.38,504.12
1,2015-08-10,523.62,511.88,529.88,509.38
1,2015-08-07,510.62,508.12,513.88,503.88
1,2015-08-06,507.12,502.12,514.12,498.38
1,2015-08-05,502.62,494.38,504.63,492.13
1,2015-08-04,493.75,499.75,506.88,491.38
1,2015-08-03,500.88,497.12,500.88,490.62
1,2015-07-31,498.12,497.13,503.38,495.88
1,2015-07-30,497.38,496.38,504.38,493.88
1,2015-07-29,496.0,511.75,512.38,495.88
1,2015-07-28,512.12,502.88,512.38,501.88
1,2015-07-27,502.12,510.62,511.63,501.38
1,2015-07-24,512.38,520.5,523.38,509.63
1,2015-07-23,522.5,516.62,526.62,516.62
1,2015-07-22,516.38,524.25,528.12,515.38
1,2015-07-21,523.88,533.5,537.62,523.88
1,2015-07-20,534.75,551.0,551.0,530.62
1,2015-07-17,554.25,560.75,561.25,546.25
1,2015-07-16,562.62,566.88,573.75,561.88
1,2015-07-15,567.12,568.88,569.38,558.88
1,2015-07-14,570.88,575.0,582.38,569.5
1,2015-07-13,575.5,574.25,576.62,567.0
1,2015-07-10,575.12,576.62,587.38,570.0
1,2015-07-09,577.38,576.38,586.12,575.38
1,2015-07-08,578.25,583.75,587.62,573.12
1,2015-07-07,584.38,592.88,593.12,578.38
1,2015-07-06,594.88,585.5,599.62,572.38
1,2015-07-03,588.25,588.25,588.25,588.25
1,2015-07-02,588.25,587.5,600.62,574.12
1,2015-07-01,587.25,614.25,615.0,576.12
1,2015-06-30,616.62,583.0,617.12,576.38
1,2015-06-29,584.12,565.5,591.38,564.12
1,2015-06-26,560.75,532.0,566.12,530.38
1,2015-06-25,532.38,517.75,532.62,513.12
1,2015-06-24,518.12,521.75,529.88,514.12
1,2015-06-23,522.62,501.88,522.62,501.88
1,2015-06-22,501.75,487.88,504.12,487.38
1,2015-06-19,488.88,487.75,492.25,483.62
1,2015-06-18,487.88,491.38,497.88,487.38
1,2015-06-17,491.62,490.13,499.62,489.62
1,2015-06-16,488.63,489.12,494.88,487.12
1,2015-06-15,488.88,503.25,503.25,486.12
1,2015-06-12,504.25,504.0,510.62,500.75
1,2015-06-11,505.12,513.88,515.25,502.75
1,2015-06-10,512.62,532.5,537.38,512.62
1,2015-06-09,532.75,527.25,537.12,524.12
1,2015-06-08,527.62,516.38,532.62,516.38
1,2015-06-05,517.0,523.5,533.88,516.25
1,2015-06-04,523.12,510.0,524.12,504.12
1,2015-06-03,509.12,513.38,525.88,508.38
1,2015-06-02,512.62,495.13,513.12,493.12
1,2015-06-01,494.75,478.0,495.38,474.13
1,2015-05-29,477.88,487.12,489.12,474.62
1,2015-05-28,487.38,488.5,494.62,483.12
1,2015-05-27,488.25,495.88,496.12,482.38
1,2015-05-26,492.62,515.75,519.38,492.13
1,2015-05-22,515.0,521.38,528.88,511.12
1,2015-05-21,520.5,514.12,527.88,511.12
1,2015-05-20,512.5,510.75,515.62,503.12
1,2015-05-19,510.62,520.12,524.62,503.88
1,2015-05-18,521.88,510.88,529.88,507.88
1,2015-05-15,510.75,515.0,519.62,506.12
1,2015-05-14,514.62,481.12,515.0,481.12
1,2015-05-13,481.63,480.88,486.12,471.12
1,2015-05-12,481.38,481.0,489.88,478.38
1,2015-05-11,481.63,482.88,484.12,476.38
1,2015-05-08,482.38,472.25,482.38,471.88
1,2015-05-07,472.62,480.38,483.88,471.38
1,2015-05-06,479.25,468.38,482.12,467.5
1,2015-05-05,466.75,470.88,472.62,461.12
1,2015-05-04,472.75,471.75,474.38,466.5
1,2015-05-01,473.88,476.13,479.12,468.62
1,2015-04-30,475.38,483.75,488.63,471.88
1,2015-04-29,483.88,476.5,483.88,474.13
1,2015-04-28,476.38,475.12,478.38,464.12
1,2015-04-27,473.88,488.38,490.38,472.62
1,2015-04-24,486.38,498.0,498.88,485.25
1,2015-04-23,498.12,499.75,503.38,497.62
1,2015-04-22,499.13,500.38,504.63,496.38
1,2015-04-21,500.5,498.38,506.38,494.38
1,2015-04-20,498.62,493.88,499.13,492.13
1,2015-04-17,493.12,494.0,499.75,490.88
1,2015-04-16,494.62,490.38,495.38,489.12
1,2015-04-15,490.62,497.62,503.88,490.13
1,2015-04-14,497.5,503.88,506.12,496.38
1,2015-04-13,502.38,518.12,519.88,501.62
1,2015-04-10,526.75,517.88,527.38,515.62
1,2015-04-09,518.88,525.25,526.62,513.88
1,2015-04-08,525.5,528.38,530.75,518.38
1,2015-04-07,526.88,525.88,533.88,517.88
1,2015-04-06,528.38,537.62,543.62,525.12
1,2015-04-02,533.88,527.75,544.12,522.62
1,2015-04-01,528.88,513.38,528.88,506.12
1,2015-03-31,512.88,531.38,531.5,509.12
1,2015-03-30,530.38,512.12,530.62,508.62
1,2015-03-27,507.75,499.13,508.88,499.13
1,2015-03-26,498.62,519.38,525.12,498.5
1,2015-03-25,518.88,523.12,527.88,516.12
1,2015-03-24,523.38,530.25,531.62,522.62
1,2015-03-23,534.62,533.75,540.38,531.88
1,2015-03-20,530.12,510.12,530.38,510.12
1,2015-03-19,511.38,516.0,519.88,505.38
1,2015-03-18,511.12,502.25,512.38,500.88
1,2015-03-17,503.62,516.0,517.88,503.12
1,2015-03-16,515.12,503.12,515.38,494.5
1,2015-03-13,501.25,507.63,513.38,498.88
1,2015-03-12,507.25,498.25,512.62,498.13
1,2015-03-11,498.62,494.13,502.12,493.88
1,2015-03-10,493.88,489.75,496.62,483.38
1,2015-03-09,490.13,484.25,494.88,484.12
1,2015-03-06,482.25,480.88,485.38,479.38
1,2015-03-05,480.62,496.12,496.38,480.38
1,2015-03-04,495.88,505.75,505.88,494.13
1,2015-03-03,504.38,501.5,506.88,493.12
1,2015-03-02,499.88,513.75,518.62,499.62
1,2015-02-27,512.0,500.5,517.62,498.12
1,2015-02-26,500.0,496.75,500.88,490.13
1,2015-02-25,497.13,503.0,505.62,495.13
1,2015-02-24,503.38,504.62,510.62,502.12
1,2015-02-23,503.62,507.38,510.38,502.38
1,2015-02-20,509.88,527.38,531.38,509.63
1,2015-02-19,527.62,528.38,537.12,523.62
1,2015-02-18,528.12,538.0,543.38,523.62
1,2015-02-17,535.0,534.75,546.62,531.88
1,2015-02-13,533.25,520.88,534.12,519.75
1,2015-02-12,520.38,523.62,527.5,518.38
1,2015-02-11,525.12,521.0,527.88,516.12
1,2015-02-10,520.88,527.88,530.75,518.75
1,2015-02-09,529.12,527.25,532.12,521.62
1,2015-02-06,527.38,526.12,533.88,516.62
1,2015-02-05,526.38,510.88,527.38,508.88
1,2015-02-04,512.12,514.38,521.62,507.63
1,2015-02-03,512.88,494.38,515.62,493.38
1,2015-02-02,492.88,502.25,505.38,492.38
1,2015-01-30,503.25,507.63,511.63,497.38
1,2015-01-29,507.75,505.62,512.12,501.0
1,2015-01-28,505.38,519.25,520.38,503.12
1,2015-01-27,518.88,520.12,524.0,517.62
1,2015-01-26,519.75,529.25,534.62,519.38
1,2015-01-23,529.25,532.88,535.88,526.88
1,2015-01-22,533.75,536.25,542.38,532.62
